2009,0.0,0.0,0.0,45.7,41.6,40.4,0.0,38.5,35.3,37.4,35.9,37.9
2010,41.4,38.6,38.4,36.8,35.3,29.5,42.0,0.0,39.7,40.0,0.0,40.4
2011,0.0,43.2,44.8,0.0,47.1,46.3,41.7,0.0,43.1,0.0,45.2,43.9
2012,41.8,37.3,39.7,51.0,46.3,42.3,0.0,41.4,42.0,0.0,37.8,37.0
2013,36.9,34.6,36.8,39.0,40.8,0.0,0.0,0.0,36.2,35.5,0.0,42.8
2014,0.0,38.1,0.0,0.0,34.6,32.2,36.8,37.8,33.6,35.4,34.0,34.2
2015,37.4,35.5,37.7,37.4,33.2,35.3,35.0,34.6,37.7,39.1,39.0,38.4
2016,36.3,34.6,27.5,28.8,28.7,26.4,0.0,27.0,27.7,0.0,26.9,23.3
2017,27.9,25.5,0.0,26.6,0.0,26.2,26.4,27.9,26.0,26.2,24.8,0.0
2018,25.5,0.0,20.2,20.7,0.0,0.0,0.0,20.7,22.4,0.0,20.9,21.7
2019,22.5,21.2,22.4,19.0,20.9,19.7,0.0,20.8,21.7,22.0,20.0,19.6
2020,18.7,17.0,21.6,21.8,21.6,19.0,0.0,0.0,10.9,10.5,9.5,9.8
2021,9.1,0.0,0.0,0.0,11.8,12.0,0.0,0.0,14.4,15.5,0.0,15.0
2022,16.3,0.0,15.6,15.1,0.0,14.9,0.0,0.0,15.3,0.0,15.6,15.8
2023,0.0,14.6,17.6,17.7,18.0,19.0,18.1,20.0,18.0,0.0,23.8,0.0
2024,0.0,21.6,21.1,21.6,0.0,24.2,0.0,0.0,23.3,0.0,21.9,20.8
2025,0.0,21.7,0.0,19.1,0.0,19.3,19.6,18.7,18.2,17,0.0,0.0